taxi, 0.264264, 176, 666
shovel, 0.160811, 119, 740
laptop, 0.031532, 21, 666
toaster, 0.364865, 243, 666
powerdrill, 0.000000, 0, 666
flamingo, 0.503003, 335, 666
tarantula, 0.270270, 180, 666
hammer, 0.100601, 67, 666
hummingbird, 0.386486, 286, 740
