taxi, 0.081081, 54, 666
shovel, 0.028378, 21, 740
power drill, 0.018018, 12, 666
laptop, 0.150150, 100, 666
toaster, 0.142643, 95, 666
flamingo, 0.217718, 145, 666
tarantula, 0.087087, 58, 666
hammer, 0.001502, 1, 666
hummingbird, 0.148649, 110, 740
