taxi, 0.339339, 226, 666
shovel, 0.231081, 171, 740
power drill, 0.378378, 252, 666
laptop, 0.013514, 9, 666
toaster, 0.451952, 301, 666
flamingo, 0.552553, 368, 666
tarantula, 0.382883, 255, 666
hammer, 0.190691, 127, 666
hummingbird, 0.435135, 322, 740
