taxi, 0.144144, 96, 666
shovel, 0.066216, 49, 740
power drill, 0.078078, 52, 666
laptop, 0.325826, 217, 666
toaster, 0.246246, 164, 666
flamingo, 0.328829, 219, 666
tarantula, 0.195195, 130, 666
hammer, 0.039039, 26, 666
hummingbird, 0.245946, 182, 740
